Station Name,Month,Day ,Year,Mean Temperature (Celsius),Maximum Temperature (Celsius),Minimum Temperature (Celsius),Vapor Pressure (kPa) ,Average Relative Humidity (Fraction),Maximum Relative Humidity (Fraction),Minimum Relative Humidity (Fraction),Solar Radiation (MJ/m2) ,Average Wind Speed (m/s),Precipitation (millimeters)
Mohave,1,23,1992,11.1,21.4,-2.5,1.1,0.314,0.642,0.104,13.77,2.8,0
Mohave,1,24,1992,11.5,21.9,-0.3,1.1,0.321,0.621,0.139,13.8,2.7,0
Mohave,1,25,1992,9.600001,20,-0.9,0.9,0.41,0.698,0.191,10.34,1.5,0
Mohave,1,26,1992,9.7,21.2,-1.8,0.8,0.452,0.802,0.192,12.4,1.4,0
Mohave,1,27,1992,12.4,23.4,0.6,1.1,0.392,0.754,0.148,13.84,2.4,0
Mohave,1,28,1992,12.3,21.9,1.2,1.1,0.367,0.709,0.173,11.24,2.4,0
Mohave,1,29,1992,17.7,24.2,10.2,1.6,0.248,0.411,0.13,14,4.8,0
Mohave,1,30,1992,17.1,24.2,8.7,1.6,0.237,0.427,0.115,14.35,3.1,0
Mohave,1,31,1992,12.2,24.7,0.6,1.2,0.331,0.674,0.124,14.32,1.5,0
Mohave,2,1,1992,11.7,23.9,0.4,1,0.398,0.802,0.165,13.3,0.7,0
Mohave,2,2,1992,14.6,23.8,3.3,1.3,0.347,0.731,0.163,12.17,2.9,0
Mohave,2,3,1992,17.9,22.3,14.7,1.6,0.209,0.278,0.144,14.03,5.6,0
Mohave,2,4,1992,16.4,23.3,7.9,1.4,0.307,0.53,0.193,13.84,2.9,0
Mohave,2,5,1992,12.5,22.7,2.6,1,0.441,0.773,0.22,10.33,1,0
Mohave,2,6,1992,14.6,19.7,10.1,0.8,0.525,0.918,0.319,3.96,1.4,1.27
Mohave,2,7,1992,14.2,17.9,12.1,0.3,0.836,0.96,0.671,7.57,2.7,4.83
Mohave,2,8,1992,14.6,20.8,8.600001,0.5,0.733,0.955,0.43,13.99,1.1,0
Mohave,2,9,1992,14.5,22.1,6.2,0.6,0.71,0.988,0.368,13.53,1.7,0
Mohave,2,10,1992,15.5,20,12.4,0.5,0.711,0.914,0.482,13.22,3.6,7.37
Mohave,2,11,1992,15.5,20.6,11.5,0.5,0.732,0.886,0.467,9.16,2.4,0
Mohave,2,12,1992,15.1,20.3,9.8,0.5,0.739,0.981,0.456,8.15,3.3,2.03
Mohave,2,13,1992,14.2,19.8,10.7,0.3,0.82,0.982,0.397,8.59,2.1,18.54
Mohave,2,14,1992,12.3,19.4,5.5,0.5,0.733,0.966,0.356,16.42,1.3,0
Mohave,2,15,1992,12.1,19.3,8,0.4,0.781,0.951,0.457,11.48,3.3,9.140001
Mohave,2,16,1992,11.6,17,6,0.4,0.75,0.958,0.473,15.02,2.8,0
Mohave,2,17,1992,13,20,6.5,0.5,0.696,0.948,0.347,16.35,0.9,0
Mohave,2,18,1992,12.7,22.5,4.8,0.6,0.718,0.992,0.24,16.66,0.9,0
Mohave,2,19,1992,13.2,22.6,5.4,0.7,0.677,0.968,0.267,16.72,1,0
Mohave,2,20,1992,14,23.4,6.1,0.6,0.695,0.964,0.335,13.25,0.8,0
Mohave,2,21,1992,15.6,25.7,7,0.8,0.684,0.972,0.315,17.15,1.2,0
Mohave,2,22,1992,16.8,26.9,8,0.9,0.651,0.972,0.297,16.49,1,0
Mohave,2,23,1992,18.7,23.2,13.2,1.6,0.287,0.45,0.137,18.42,5,0
Mohave,2,24,1992,18.3,24,11.9,1.7,0.213,0.393,0.101,18.79,4.2,0
Mohave,2,25,1992,19.8,26.2,10.3,1.8,0.272,0.466,0.185,18.36,4.1,0
Mohave,2,26,1992,19.8,25.2,13.9,1.8,0.248,0.385,0.129,18.99,4.5,0
Mohave,2,27,1992,17.3,28.1,7.4,1.6,0.337,0.589,0.097,19.22,1.5,0
Mohave,2,28,1992,16.1,28.9,5.3,1.3,0.455,0.85,0.126,18.99,0.9,0
Mohave,2,29,1992,16.3,26.7,7.4,1.2,0.468,0.775,0.163,14.94,0.7,0
Mohave,3,1,1992,18,26.4,9.5,1.4,0.414,0.793,0.135,11.53,2.1,0
Mohave,3,2,1992,14.9,20.1,13,0.4,0.782,0.95,0.263,3.4,2.3,20.83
Mohave,3,3,1992,14.5,18.2,11.4,0.4,0.798,0.949,0.553,9.600001,2.1,0
Mohave,3,4,1992,17,23.1,12.2,0.7,0.679,0.898,0.396,18.85,2.2,0
Mohave,3,5,1992,16.1,23.6,8.8,0.7,0.679,0.963,0.353,19.11,2.1,0
Mohave,3,6,1992,17.3,24.2,11.5,0.9,0.612,0.901,0.286,16.69,2.6,0
Mohave,3,7,1992,13.6,18.3,10.4,0.4,0.755,0.96,0.441,8.940001,3,16.26
Mohave,3,8,1992,11.5,13.1,10.1,0.2,0.892,0.96,0.765,4.03,2.9,22.1
Mohave,3,9,1992,14.5,21.3,10.6,0.5,0.756,0.973,0.385,18.87,1.3,0.51
Mohave,3,10,1992,14.6,23.4,6.9,0.7,0.695,0.986,0.239,20.34,1.5,0
Mohave,3,11,1992,16.2,25.6,6.8,1,0.585,0.958,0.164,20.79,2.2,0
Mohave,3,12,1992,17.2,28.4,6.9,1.1,0.593,0.946,0.169,21.05,0.7,0
Mohave,3,13,1992,17.5,28.2,8.100001,1.1,0.62,0.976,0.179,20.92,0.9,0
Mohave,3,14,1992,17.7,29,7.6,1.1,0.589,0.981,0.159,20.41,1.3,0
Mohave,3,15,1992,17.7,28.4,8.5,1.3,0.533,0.926,0.119,21.28,1.8,0
Mohave,3,16,1992,16.6,26.2,6.3,1.1,0.526,0.917,0.209,19.77,2,0
Mohave,3,17,1992,16.7,25.4,6.7,1.3,0.426,0.821,0.161,20.26,1.3,0
Mohave,3,18,1992,15.9,25.3,5.4,1.2,0.471,0.901,0.122,21.1,1,0
Mohave,3,19,1992,16.7,26.6,5.5,1.2,0.503,0.912,0.177,21.42,1,0
Mohave,3,20,1992,16.9,27.8,6.1,1.2,0.541,0.906,0.117,21.94,2.4,2.79
Mohave,3,21,1992,15.5,21.4,11.4,0.4,0.817,0.968,0.452,10.01,2.2,4.06
Mohave,3,22,1992,16.5,23.4,10,0.8,0.663,0.983,0.308,21.82,2.2,0
Mohave,3,23,1992,16.8,22.4,11.4,0.8,0.612,0.869,0.324,16.42,2.2,0
Mohave,3,24,1992,15.9,24.3,7.2,0.8,0.641,0.968,0.295,22.27,1.5,0
Mohave,3,25,1992,16.4,23.7,8.7,0.8,0.656,0.944,0.307,13.18,1.3,0
Mohave,3,26,1992,17.6,26.1,10,0.8,0.684,0.95,0.245,17.69,1.5,4.83
Mohave,3,27,1992,16.3,19.3,14.6,0.3,0.85,0.963,0.654,10.18,2.6,9.399999
Mohave,3,28,1992,17.1,22.4,14,0.4,0.815,0.963,0.481,17.94,1.2,1.02
Mohave,3,29,1992,18.2,24.8,11.2,0.7,0.747,0.985,0.383,23.25,1.1,0
Mohave,3,30,1992,18.2,23.9,14.3,0.6,0.74,0.946,0.434,10.79,2,2.03
Mohave,3,31,1992,16.7,22.4,12.3,0.5,0.748,0.913,0.428,19.79,1.6,0.76
Mohave,4,1,1992,15.8,22.2,10,0.5,0.749,0.983,0.292,7.49,2.3,0.51
Mohave,4,2,1992,18.4,26,11.7,0.8,0.701,0.976,0.344,23.82,1.5,0
Mohave,4,3,1992,19.8,28.3,11.1,1,0.658,0.973,0.32,24.18,1.2,0
Mohave,4,4,1992,20.8,30.2,12,1.2,0.607,0.953,0.216,24.61,1.6,0
Mohave,4,5,1992,21,28.8,13.1,1.3,0.551,0.878,0.228,24.37,2.2,0
Mohave,4,6,1992,20.8,28.9,11.8,1.3,0.564,0.903,0.268,23.94,1.7,0
Mohave,4,7,1992,21.2,29.7,12,1.3,0.582,0.931,0.222,22.55,0.8,0
Mohave,4,8,1992,22,32.5,11.7,1.5,0.555,0.935,0.158,25.06,0.7,0
Mohave,4,9,1992,22.6,32.9,12.3,1.8,0.488,0.884,0.147,24.9,1.5,0
Mohave,4,10,1992,22.6,32.8,12.6,1.8,0.476,0.847,0.142,22.93,1.5,0
Mohave,4,11,1992,23.1,33.7,13,2,0.449,0.866,0.09899999,25.86,1.6,0
Mohave,4,12,1992,23.6,34.9,12.7,2.2,0.412,0.845,0.09100001,24.44,1.7,0
Mohave,4,13,1992,23.4,34.1,12.3,2.2,0.39,0.809,0.109,25.42,1.6,0
Mohave,4,14,1992,21.7,31.8,11.6,1.8,0.41,0.779,0.139,20.39,1.7,0
Mohave,4,15,1992,21.7,30.2,11.8,1.8,0.408,0.809,0.149,22.56,1.4,0
Mohave,4,16,1992,22.6,32.9,11.9,2,0.407,0.78,0.142,25.11,0.9,0
Mohave,4,17,1992,23.6,33,14.2,2,0.415,0.773,0.154,17.89,1.7,0
Mohave,4,18,1992,22.2,29,15,2.1,0.314,0.788,0.068,26.87,3.9,0
Mohave,4,19,1992,22.2,28,14.7,2.3,0.185,0.378,0.063,28.01,3.5,0
Mohave,4,20,1992,21.6,30.1,10.8,2.2,0.235,0.533,0.053,27.25,2.6,0
Mohave,4,21,1992,22.8,34.8,9.5,2.4,0.293,0.707,0.103,25.55,2.3,0
Mohave,4,22,1992,23,32.3,12,2.4,0.239,0.567,0.087,25.41,1.5,0
Mohave,4,23,1992,23.4,34.5,11.3,2.4,0.282,0.677,0.08100001,26.37,1.1,0
Mohave,4,24,1992,24.7,36.2,12.6,2.5,0.342,0.737,0.076,26.55,1.5,0
Mohave,4,25,1992,25.4,37.7,13.6,2.7,0.345,0.763,0.061,25.49,1,0
Mohave,4,26,1992,26.3,39.8,13.1,3,0.328,0.767,0.07,27.85,1.1,0
Mohave,4,27,1992,27.4,40.8,13.9,3.3,0.295,0.759,0.055,27.94,1.4,0
Mohave,4,28,1992,27.4,41.1,14,3.2,0.303,0.724,0.06,27.38,1,0
Mohave,4,29,1992,28,41.7,13.9,3.6,0.236,0.66,0.05,27.62,1.8,0
Mohave,4,30,1992,28.5,39.7,14.7,3.6,0.18,0.481,0.03,28.21,2.8,0
Mohave,5,1,1992,27.4,36.9,16.4,3.2,0.194,0.494,0.058,28.81,1.7,0
Mohave,5,2,1992,25.8,38.4,12.1,3,0.268,0.628,0.066,28.34,1.8,0
Mohave,5,3,1992,27.6,38.8,13.9,3.2,0.266,0.695,0.097,23.91,1.4,0
Mohave,5,4,1992,27,36.8,18.5,2.6,0.334,0.579,0.154,17,2.3,0
Mohave,5,5,1992,24.5,30.9,19.1,1.6,0.527,0.826,0.261,14.16,2.6,0
Mohave,5,6,1992,22.5,33.9,14.1,1.4,0.589,0.88,0.194,23.71,1.8,1.02
Mohave,5,7,1992,24.3,36,14.1,2,0.514,0.932,0.121,26.55,1.6,0
Mohave,5,8,1992,26.8,37.9,14,2.8,0.378,0.826,0.08399999,28.55,1.5,0
Mohave,5,9,1992,27.3,36.8,19.2,2.4,0.408,0.765,0.19,20.53,2.9,0
Mohave,5,10,1992,26.7,34.7,16.5,2.3,0.415,0.817,0.134,27.92,2.3,0
Mohave,5,11,1992,27.3,34.8,19,2.3,0.425,0.711,0.192,28.22,2.7,0
Mohave,5,12,1992,27.9,36.8,18.3,2.9,0.323,0.671,0.121,28.83,2.2,0
Mohave,5,13,1992,27.7,39.1,14.9,3.2,0.268,0.635,0.077,28.94,1.5,0
Mohave,5,14,1992,27.5,40.1,13.4,3.4,0.232,0.685,0.036,29.34,1.6,0
Mohave,5,15,1992,27.3,38.9,13.3,3.4,0.212,0.63,0.066,29.32,1.9,0
Mohave,5,16,1992,27.2,39.2,12.6,3.3,0.237,0.598,0.061,29.9,1.4,0
Mohave,5,17,1992,27.3,39.4,14.5,3.3,0.253,0.681,0.059,27.98,2,0
Mohave,5,18,1992,27.8,41.2,13.7,3.5,0.244,0.571,0.048,30.54,1.5,0
Mohave,5,19,1992,29.3,38.6,18.1,3.5,0.239,0.505,0.074,24.7,3.4,0
Mohave,5,20,1992,27.6,36.5,16.7,3.1,0.24,0.486,0.087,29.44,2.8,0
Mohave,5,21,1992,26.5,32,21.9,2.4,0.329,0.51,0.172,20.76,2.2,0
Mohave,5,22,1992,25.6,32.2,19,2.2,0.365,0.613,0.16,21.66,1.4,0
Mohave,5,23,1992,25.4,35,15.7,2.4,0.356,0.669,0.117,19.71,2,0
Mohave,5,24,1992,25.7,33.1,19.7,2,0.454,0.745,0.194,18.36,1.2,0
Mohave,5,25,1992,27.6,37.6,15.7,2.7,0.392,0.771,0.157,28.79,1.1,0
Mohave,5,26,1992,30,36.4,22.5,3.1,0.318,0.56,0.172,18.59,3.5,0
Mohave,5,27,1992,30.3,38.2,21.3,3.2,0.308,0.603,0.142,28.56,1.7,0
Mohave,5,28,1992,28.6,36.1,21.8,2.5,0.395,0.661,0.205,23.92,1.8,0
Mohave,5,29,1992,29,37.3,20.1,2.6,0.413,0.742,0.173,24.93,1.3,0
Mohave,5,30,1992,29.5,37.4,21.2,2.6,0.425,0.738,0.199,24.63,1.1,0
Mohave,5,31,1992,29.7,38.8,20.4,2.5,0.451,0.838,0.162,28.01,1.1,0
Mohave,6,1,1992,31.5,42.2,20.8,3.2,0.405,0.834,0.113,26.83,0.8,0
Mohave,6,2,1992,31.9,41.4,23,3.1,0.393,0.684,0.158,28.89,2.1,0
Mohave,6,3,1992,34.7,43.4,25.3,4.2,0.305,0.687,0.112,29.57,1.1,0
Mohave,6,4,1992,32.4,43.1,20.3,3.6,0.36,0.855,0.106,29.59,2.1,0
Mohave,6,5,1992,31,38.7,20.2,3.4,0.309,0.738,0.12,30.17,2.8,0
Mohave,6,6,1992,28.9,36.2,20.1,3.1,0.277,0.564,0.124,28.09,3,0
Mohave,6,7,1992,27.1,35.5,17.5,2.7,0.337,0.686,0.126,30.42,1.9,0
Mohave,6,8,1992,28.2,36.9,17.8,2.6,0.396,0.79,0.165,29.76,1.8,0
Mohave,6,9,1992,29.4,38.8,18.6,3,0.348,0.72,0.136,29.77,1.4,0
Mohave,6,10,1992,29.1,38,17.9,3.1,0.324,0.775,0.116,30.29,2,0
Mohave,6,11,1992,28.2,37.8,18,2.9,0.313,0.609,0.08899999,31.01,1.9,0
Mohave,6,12,1992,28,36.8,17.1,3.1,0.274,0.749,0.055,30.86,2.6,0
Mohave,6,13,1992,25.5,35.6,12.9,2.9,0.211,0.712,0.066,31.47,1.5,0
Mohave,6,14,1992,25,31.5,16.7,2.6,0.232,0.521,0.101,30.69,3,0
Mohave,6,15,1992,24.8,33.5,11.7,2.6,0.275,0.702,0.08399999,31.29,2,0
Mohave,6,16,1992,25.2,36.4,13.4,2.5,0.316,0.692,0.092,31.21,0.9,0
Mohave,6,17,1992,26.2,38.3,13.6,2.8,0.345,0.779,0.066,30.74,1,0
Mohave,6,18,1992,26.8,39.6,13.9,2.8,0.378,0.858,0.08899999,30.71,1.3,0
Mohave,6,19,1992,27.6,38,15.6,2.6,0.415,0.886,0.113,30.91,1.1,0
Mohave,6,20,1992,27.7,37.7,15.8,2.5,0.429,0.899,0.095,30.64,1.2,0
Mohave,6,21,1992,28.1,39.1,14.5,2.7,0.401,0.9,0.088,31.55,1.3,0
Mohave,6,22,1992,28.8,40,19.7,2.4,0.46,0.854,0.116,15.36,1,0
Mohave,6,23,1992,28.7,38.6,20.5,2.2,0.507,0.827,0.168,20.8,1.3,0
Mohave,6,24,1992,30.8,39.8,21.1,2.8,0.449,0.865,0.163,27.34,1.7,0
Mohave,6,25,1992,30.5,37.7,21.2,3.2,0.325,0.77,0.101,30.35,1.8,0
Mohave,6,26,1992,29.8,40.5,17.3,2.9,0.39,0.864,0.098,30.1,0.9,0
Mohave,6,27,1992,30,42.6,17.7,2.9,0.415,0.791,0.09899999,30.37,1,0
Mohave,6,28,1992,30.4,40.2,19,2.8,0.436,0.83,0.131,29.95,1.6,0
Mohave,6,29,1992,31.2,39,21.9,3.1,0.358,0.731,0.141,28.98,2.7,0
Mohave,6,30,1992,28.7,35.1,22,2.7,0.337,0.607,0.138,30.32,2.3,0
Mohave,7,1,1992,26.8,34.2,19.5,2.3,0.382,0.656,0.152,30.11,1.4,0
Mohave,7,2,1992,28,40,15.5,2.7,0.418,0.83,0.101,30.41,0.8,0
Mohave,7,3,1992,28.2,39.3,15.9,2.3,0.482,0.903,0.113,27.18,1,0
Mohave,7,4,1992,30.7,39.2,22.7,2.7,0.421,0.69,0.188,29.64,1.6,0
Mohave,7,5,1992,31.1,40.6,20.6,2.7,0.466,0.833,0.139,30.03,1.1,0
Mohave,7,6,1992,32.2,39.2,20.9,3,0.405,0.717,0.195,28.11,2.3,0
Mohave,7,7,1992,29.8,35.1,26,1.9,0.551,0.805,0.319,10.21,1.4,0
Mohave,7,8,1992,30.3,37,23.4,2.1,0.553,0.906,0.315,25.9,2.5,0
Mohave,7,9,1992,32.2,42.4,24.8,2.6,0.516,0.834,0.211,24.83,1.2,0
Mohave,7,10,1992,33.5,40.4,25.1,2.9,0.475,0.838,0.224,27.93,1.6,0
Mohave,7,11,1992,31.5,36.8,26.3,2.9,0.403,0.654,0.21,29.22,3.5,0
Mohave,7,12,1992,30.3,35.4,23.2,2.3,0.493,0.745,0.348,24.21,2.6,0
Mohave,7,13,1992,29.8,37.9,21.2,2.4,0.488,0.857,0.152,29.65,1.2,0
Mohave,7,14,1992,28.9,39.2,18.7,2.4,0.488,0.848,0.163,23.78,1,0
Mohave,7,15,1992,30.6,42.5,19,3,0.435,0.836,0.101,29.16,0.9,0
Mohave,7,16,1992,31.5,44.5,19.6,3,0.454,0.81,0.105,26.65,0.6,0
Mohave,7,17,1992,31.5,43.4,18.7,2.8,0.504,0.869,0.137,29.37,0.9,0
Mohave,7,18,1992,33.7,43,21.2,3.9,0.353,0.855,0.104,29.81,1.9,0
Mohave,7,19,1992,32.2,44.4,19.5,3.2,0.406,0.795,0.077,30.31,1.1,0
Mohave,7,20,1992,31.4,41.9,19.3,3,0.423,0.793,0.127,29.19,1.9,0
Mohave,7,21,1992,30,38.3,21.3,2.3,0.5,0.768,0.201,26.95,1.8,0
Mohave,7,22,1992,30.3,37.8,23.3,2.5,0.468,0.757,0.225,28.38,2.7,0
Mohave,7,23,1992,29.8,37.7,20.5,2.5,0.465,0.735,0.2,28.48,1.9,0
Mohave,7,24,1992,29.6,36.9,21.7,2.2,0.507,0.772,0.319,26.85,2.4,0
Mohave,7,25,1992,31.6,39.1,24.2,2.5,0.513,0.797,0.247,28.13,1.5,0
Mohave,7,26,1992,32.1,43.1,21.5,2.9,0.497,0.889,0.108,28.84,0.7,0
Mohave,7,27,1992,32.2,45.7,19.6,3.4,0.442,0.849,0.098,28.91,0.7,0
Mohave,7,28,1992,32.8,44.7,21.6,3.2,0.424,0.759,0.125,28.2,1.1,0
Mohave,7,29,1992,32.7,39.2,23.7,2.7,0.498,0.775,0.35,26.6,1.7,0
Mohave,7,30,1992,32.8,39.8,27.7,2.5,0.516,0.714,0.407,24.73,2.4,0
Mohave,7,31,1992,31.4,40,25.4,2.2,0.55,0.774,0.271,15.81,1.1,0
Mohave,8,1,1992,34.4,45.5,24.1,3.2,0.486,0.853,0.173,28.32,1.3,0
Mohave,8,2,1992,33.5,42.5,23.9,3,0.504,0.852,0.125,29.17,1.4,0
Mohave,8,3,1992,33.2,41.7,26.2,2.7,0.505,0.787,0.201,25.34,2.4,3.3
Mohave,8,4,1992,29.8,38.7,24.5,1.8,0.622,0.879,0.292,17.87,1.2,0
Mohave,8,5,1992,30.3,38.5,26.1,1.7,0.642,0.861,0.319,20.54,1.3,0
Mohave,8,6,1992,30.7,38.2,24.2,1.9,0.609,0.918,0.318,23.87,1.5,0.76
Mohave,8,7,1992,31,39.5,23.5,2.1,0.587,0.859,0.287,27.14,1.5,0
Mohave,8,8,1992,32,40.1,23.6,2.6,0.516,0.833,0.211,28.08,1.4,0
Mohave,8,9,1992,33.6,45.3,22.4,3.2,0.487,0.853,0.147,28.51,0.9,0
Mohave,8,10,1992,34.2,43.9,25.1,3,0.513,0.814,0.212,26.34,1,0
Mohave,8,11,1992,34.9,45.1,25.5,3.2,0.484,0.765,0.188,28.07,1,0
Mohave,8,12,1992,33.5,40.8,26.7,2.8,0.498,0.809,0.283,26.65,1.6,0
Mohave,8,13,1992,32.9,40,25.6,2.5,0.549,0.878,0.318,25.84,1.4,0
Mohave,8,14,1992,34.2,45.4,25,3,0.528,0.843,0.181,27.5,0.9,0
Mohave,8,15,1992,35.2,45.4,26.3,3.3,0.487,0.757,0.163,27.34,1.1,0
Mohave,8,16,1992,34.3,43.9,25.1,3.1,0.501,0.806,0.193,26.64,1.3,0
Mohave,8,17,1992,34.5,45.9,25.2,3.3,0.468,0.73,0.131,26.48,1.3,0
Mohave,8,18,1992,33.2,45.1,23.1,3,0.501,0.814,0.191,24.97,0.9,0
Mohave,8,19,1992,32.4,41.2,21.8,2.8,0.496,0.866,0.23,26.6,1.8,0
Mohave,8,20,1992,34,41.5,27.1,2.8,0.502,0.738,0.271,24.54,2.1,0
Mohave,8,21,1992,32.7,37.9,26.4,2.7,0.477,0.655,0.347,23.15,3.7,0
Mohave,8,22,1992,30.9,36,26.3,2.1,0.545,0.797,0.275,24.02,3.6,0
Mohave,8,23,1992,26.4,31.6,22.2,1.2,0.66,0.847,0.488,21.36,2.7,0
Mohave,8,24,1992,26.9,34.5,18.7,1.6,0.629,0.925,0.335,25.68,1.8,0
Mohave,8,25,1992,28.4,36.8,21.8,1.9,0.586,0.846,0.277,26.16,1.3,0
Mohave,8,26,1992,30,41.1,18.2,2.9,0.441,0.879,0.155,26.34,0.9,0
Mohave,8,27,1992,30.4,42.6,18.3,2.9,0.465,0.887,0.107,26.31,0.8,0
Mohave,8,28,1992,29.1,42.2,19.1,2.6,0.473,0.846,0.11,23.55,1,0
Mohave,8,29,1992,29.9,39.2,18.1,3,0.398,0.802,0.157,24.48,2.5,0
Mohave,8,30,1992,30.8,38.4,23,3,0.379,0.733,0.152,21.6,2.9,0
Mohave,8,31,1992,25.7,37.6,13.1,2.5,0.376,0.812,0.08399999,26.54,0.9,0
Mohave,9,1,1992,25.7,38.9,14.2,2.6,0.393,0.82,0.085,24.79,0.9,0
Mohave,9,2,1992,26.8,39.4,15,2.6,0.414,0.777,0.12,19.51,0.7,0
Mohave,9,3,1992,28,39.5,16.3,2.9,0.393,0.84,0.128,21.77,1.9,0
Mohave,9,4,1992,28.1,36.8,19.6,2.9,0.295,0.635,0.113,25.69,1.3,0
Mohave,9,5,1992,26.3,39.1,14.1,2.6,0.4,0.831,0.117,22.79,0.9,0
Mohave,9,6,1992,27.7,40.2,14.6,3.1,0.348,0.816,0.101,25.09,1.6,0
Mohave,9,7,1992,27.7,40.9,15.3,3,0.387,0.783,0.113,24.67,1,0
Mohave,9,8,1992,27.9,41.7,16,3.1,0.36,0.726,0.09,24.77,1.1,0
Mohave,9,9,1992,27.1,41.9,12.3,3.1,0.354,0.825,0.066,24.98,0.8,0
Mohave,9,10,1992,28.2,42,13.8,3.3,0.342,0.792,0.09600001,24.56,1,0
Mohave,9,11,1992,28.7,41.2,17.2,3.2,0.342,0.712,0.105,24.09,1.5,0
Mohave,9,12,1992,29.5,42,17.8,3.5,0.307,0.69,0.07,24.15,1.8,0
Mohave,9,13,1992,28.7,40.1,16.8,3.2,0.324,0.636,0.11,23.95,1.8,0
Mohave,9,14,1992,29,40.2,17.3,3,0.378,0.703,0.147,23.26,1.8,0
Mohave,9,15,1992,30.9,40.2,21.3,2.9,0.428,0.72,0.213,22.54,1.8,0
Mohave,9,16,1992,31.2,40.8,22.5,3,0.432,0.738,0.19,22.14,1.5,0
Mohave,9,17,1992,30,42.1,18,3.2,0.388,0.8,0.113,22.27,1.1,0
Mohave,9,18,1992,31.6,40.4,23.7,3.3,0.344,0.586,0.184,15.07,1.1,0
Mohave,9,19,1992,30.7,39.8,21.3,3.2,0.345,0.565,0.122,22.79,2.2,0
Mohave,9,20,1992,28.7,39.1,18.6,2.3,0.491,0.68,0.215,21.5,1.3,0
Mohave,9,21,1992,30.6,40.8,21.6,2.5,0.51,0.79,0.212,21.51,1,0
Mohave,9,22,1992,31.2,42.5,21.1,3,0.454,0.769,0.203,21.42,0.6,0
Mohave,9,23,1992,31.2,42.3,20.6,3.4,0.385,0.762,0.139,21.4,1.2,0
Mohave,9,24,1992,31.2,42.2,19.7,3.6,0.332,0.682,0.104,21.39,1.9,0
Mohave,9,25,1992,27.7,37,16.7,3.2,0.232,0.573,0.077,21.61,3.5,0
Mohave,9,26,1992,28.2,37.4,15.4,3.5,0.17,0.495,0.067,22.15,4.1,0
Mohave,9,27,1992,24.3,40.8,10.7,2.8,0.333,0.693,0.058,22.32,0.9,0
Mohave,9,28,1992,26.1,42.7,11.6,3,0.37,0.758,0.069,21.58,0.8,0
Mohave,9,29,1992,27.6,43.3,15.6,3,0.39,0.716,0.093,20.84,0.7,0
Mohave,9,30,1992,26.8,41.5,14.9,2.7,0.422,0.778,0.08899999,20.34,0.7,0
Mohave,10,1,1992,25.6,40.1,12.9,2.7,0.402,0.788,0.07,20.85,0.9,0
Mohave,10,2,1992,25.8,39,10.8,2.9,0.333,0.795,0.104,20.11,2.3,0
Mohave,10,3,1992,23.6,34.2,11.8,2.4,0.289,0.714,0.072,21.08,1.2,0
